lex_1,lemma,dice
во,вооруженный,6.070860245908586
во,запах,6.069746559491531
во,финансовый,6.069382248552163
во,сладкий,6.068990384120542
во,курица,6.068940314390896
во,саша,6.068936664933298
во,свободно,6.068917378917485
во,дьявол,6.068308717109595
во,командовать,6.068257677267316
во,территория,6.067124950318618
во,произносить,6.0665672147546434
во,милость,6.06650431970956
во,продаваться,6.0662603219701445
во,осуществлять,6.065050116319732
во,преимущественно,6.064632956921883
во,раскрыть,6.063648893001589
во,спустя,6.063636492382425
во,христ,6.063462828041318
во,разлив,6.062412192905899
во,сношение,6.062353684193706
во,забывать,6.061802740908889
во,порок,6.061453877762214
во,африка,6.060782398167793
во,обстрел,6.0602510125631275
во,тяжесть,6.060246556353798
во,отвести,6.05930375861153
во,удача,6.058880424960858
во,расположение,6.058539676428034
во,орудие,6.058229603546266
во,остановить,6.058125135522093
во,погаснуть,6.0570552081817945
во,уснуть,6.056744075980302
во,цех,6.056626992344683
во,ошибаться,6.056587338091996
во,приняться,6.056502700892183
во,вес,6.056463153349232
во,сорок,6.055663218468811
во,г.,6.055545446919113
во,половодье,6.054142364185364
во,ссылка,6.053593267429159
во,противный,6.053391748826299
во,секунда,6.05227453935547
во,обладать,6.051059529947202
во,восторг,6.050467369102292
во,ельцин,6.050147789238035
во,придворный,6.049224710791384
во,жанр,6.049128092708382
во,отдыхать,6.0484968586163514
во,поздний,6.048225303964309
во,обеспечить,6.047720024197878
во,должно,6.047316811740097
во,лишить,6.04711562281034
во,корень,6.046925878986775
во,дойти,6.046098989033291
во,распределение,6.046063895428033
во,моряк,6.044891771456405
во,получиться,6.044186264269295
во,отсутствовать,6.044092269217073
во,равенство,6.044043202470174
во,почитать,6.044037729932453
во,чаепитие,6.042686092769735
во,эскадра,6.042356566090547
во,ранее,6.042146836672087
во,мечтать,6.041522475433956
во,бомба,6.041182505534896
во,расхождение,6.041129202544671
во,доказать,6.041007282758905
во,земский,6.040684591596077
во,могучий,6.040348405056336
во,разряд,6.039204140006849
во,колодец,6.039061945490198
во,переодеться,6.03866811495246
во,совершенство,6.038548317760447
во,дрожать,6.038404102544905
во,кой,6.038346774194375
во,хозяйка,6.038290356521307
во,кремль,6.037996385155906
во,бассейн,6.037802037760966
во,захохотать,6.037136592089948
во,забор,6.03591158119386
во,оценить,6.03575268561129
во,гордость,6.035433101553759
во,михайлович,6.03508442728806
во,кровавый,6.034188384363904
во,фактор,6.0341333911912285
во,призвать,6.034111037767163
во,всеуслышанье,6.0339703619495735
во,толстый,6.033845165169654
во,десятилетие,6.033026928718405
во,укрепление,6.0327179372527775
во,молодец,6.032360220415588
во,лечение,6.032220736819915
во,достигать,6.032078964971394
во,засыпать,6.0319195234927125
во,протекать,6.031577768665745
во,защищать,6.03138640806841
во,краткий,6.031279746263894
во,довольный,6.0310373914738085
во,оценка,6.030119901763063
во,канал,6.029889369785444
во,уцелеть,6.029796868298922
во,управлять,6.029638532964628
во,ощутить,6.02898634550534
во,скромный,6.028771308335323
во,оказывать,6.027893868866171
во,простить,6.026498241855955
во,долина,6.0260741676141
во,промысел,6.0257243302808225
во,королевский,6.025412325762735
во,спутник,6.0251717089293315
во,таиться,6.025063857225486
во,кожа,6.024863305481885
во,остаток,6.0248087427694585
во,лесной,6.024618327673219
во,выполнение,6.024478312520855
во,xiv,6.023780500767106
во,телеграмма,6.022789205486751
во,помянуть,6.022624598863352
во,прыжок,6.0215842856848285
во,русско-японский,6.021380926622468
во,манера,6.020403347804795
во,ощущаться,6.019242225721481
во,британский,6.018897060361608
во,погост,6.0183838013478965
во,поймать,6.01680093524646
во,проникновение,6.016797560453377
во,площадка,6.0166340841162125
во,холера,6.0161078418312215
во,оправдать,6.015069839615289
во,влюбленный,6.014717993364687
во,расход,6.0145544903225465
во,прятаться,6.013695315731833
во,панихида,6.013624965317323
во,сажень,6.013487505465635
во,позвонить,6.012800637278454
во,невозможный,6.012632447043009
во,образовать,6.0123547544968385
во,облако,6.012294623234294
во,жар,6.012167973849412
во,распространить,6.011695337884745
во,вторых,6.01151293084691
во,полевой,6.011377843832867
во,преобладать,6.011369329567692
во,выполнить,6.01120808467473
во,реветь,6.010963397619562
во,метр,6.010541596688979
во,учинить,6.0096228969780245
во,старуха,6.009443145474889
во,объединение,6.009404305173459
во,сознавать,6.007898525685806
во,сквозить,6.007658367813934
во,цк,6.006843862357093
во,снаряд,6.0059374592508945
во,поселок,6.005733129138955
во,садиться,6.005380381535273
во,издать,6.005182208300214
во,губернский,6.004123602313926
во,крестить,6.003964029057329
во,второстепенный,6.003858786142233
во,включая,6.003620348178891
во,федеральный,6.002797009717001
во,выносить,6.001541907092297
во,утонуть,6.00102713010174
во,просвещение,6.000379864256464
во,швейцария,6.000201308739271
во,девица,5.999408340095359
во,газ,5.9983505046763685
во,важнейший,5.998306259029492
во,мода,5.998101203950792
во,выставить,5.997749510127669
во,сухость,5.997471208656918
во,благодать,5.997281126199258
во,мрачный,5.997235210865563
во,давление,5.997030792833694
во,вклад,5.996367229105816
во,вложить,5.996167840752664
во,направиться,5.995690728964902
во,городок,5.9952404661163605
во,благочестие,5.994213060651861
во,смутный,5.994155296292011
во,неприятельский,5.994121188135042
во,отозваться,5.99404075540264
во,утвердиться,5.994004148937384
во,хрущев,5.993585084985808
во,ступень,5.993512589343947
во,путешественник,5.992886498506378
во,постараться,5.992763895779184
во,командующий,5.992237572286191
во,жених,5.991572757184867
во,разгар,5.990835580904122
во,полоса,5.990672003930619
во,усталость,5.990108346211814
во,лондон,5.990054570873459
во,особливо,5.98941146810891
во,деятельный,5.988925138258983
во,где-нибудь,5.988891793018645
во,авария,5.988048435064043
во,чемпионат,5.987903662404486
во,сошествие,5.987893119804321
во,сырой,5.987480937107241
во,нарушение,5.987142302921352
во,б.,5.986998927219592
во,дева,5.986860395284905
во,вертеться,5.9863753042161925
во,прекрасно,5.986212462991379
во,цветок,5.985262793791312
во,основать,5.984056703486356
во,перелет,5.983687857902746
во,знатный,5.982667859365989
во,шведский,5.981925366183841
во,казенный,5.981833002054168
во,вдоль,5.9812830746068215
во,продавать,5.980804945117496
во,добавить,5.980754597641328
во,что-либо,5.980716207083207
во,недаром,5.980574382825916
во,воскликнуть,5.9803250730270765
во,слюна,5.980310709137656
во,миша,5.979943779385978
во,константин,5.979834128909774
во,схватить,5.979802581204245
во,пресса,5.979593509770323
во,светский,5.978900486148627
во,отчасти,5.97796229221888
во,восемь,5.977926784626975
во,забота,5.977749867393527
во,грядущий,5.977593147501745
во,песок,5.977127076163228
во,выше,5.976464362769976
во,околоток,5.9754978621542705
во,собственность,5.974950084739012
во,скитание,5.974266270917624
во,кромешный,5.974202808097681
во,казарма,5.974099639297176
во,возрождение,5.973385307414059
во,механизм,5.972224958630566
во,лидер,5.97200778627492
во,трудовой,5.971912179768731
во,испанский,5.971804573438527
во,ровно,5.971802375641397
во,освятить,5.970950448039778
во,традиционный,5.9709341442679005
во,чехов,5.970859238461916
во,отверстие,5.970847480501874
во,обнаруживать,5.970777392863885
во,представиться,5.970298276549709
во,осветить,5.9702714227046325
во,действительный,5.9702489652614865
во,выразиться,5.969724775137619
во,жалость,5.969505303873284
во,выдержать,5.9692373510832155
во,любопытный,5.968780968719274
во,вечно,5.968766019332293
во,сказка,5.968481683773655
во,технология,5.968474296203242
во,сигара,5.968278154442263
во,трагический,5.968098804632962
во,бок,5.968046823148759
во,склад,5.967783587229725
во,разрыв,5.967624746107131
во,выстрел,5.967601100575028
во,подозрение,5.9673415514428925
во,подходить,5.9672330666028355
во,деятель,5.96702780898946
во,горе,5.966729785380856
во,поразить,5.966043058598368
во,превращать,5.965660649275005
во,помимо,5.964957478534581
во,объявление,5.964653311901731
во,комедия,5.964576127076983
во,ржев,5.9639310913383845
во,принятие,5.963249855708089
во,19,5.963099594617017
во,сверкать,5.962958499858093
во,побег,5.962238269914806
во,уверовать,5.961976124215713
во,заранее,5.961903609711619
во,закоулок,5.961845416316924
во,телефон,5.96158552987608
во,окружить,5.961465717967789
во,поднимать,5.9585334497325935
во,просмотр,5.9580010285250555
во,чей,5.957453845457946
во,суровый,5.957395818357641
во,посвящать,5.9571053621123795
во,кулак,5.957067763254589
во,раздражение,5.95611377018205
во,поэма,5.955941924053784
во,пятница,5.955808415649553
во,батарея,5.955468852004229
во,соображение,5.954950400335434
во,нынче,5.954547760053664
во,радостный,5.9544173095519906
во,вращаться,5.953978739075321
во,замечание,5.95388450280292
во,строго,5.953645729116889
во,архиерей,5.953603132881602
во,раненый,5.953413410278527
во,преследование,5.952776152702954
во,внук,5.95274832211166
во,предпочитать,5.952398287481005
во,из-под,5.951663822716654
во,курить,5.951235864168009
во,грамота,5.950618019406702
во,венчание,5.949586723920683
во,расстояние,5.948759802167546
во,тщательно,5.948006934323528
во,погружение,5.947993143981263
во,требоваться,5.947855293001966
во,подряд,5.947731926753402
во,предвыборный,5.947352587941394
во,пропадать,5.946936295861413
во,горизонт,5.946799364116661
во,загадочный,5.9464459721717
во,норма,5.945942910578996
во,смотр,5.945818074015005
во,ивановна,5.945563199399121
во,развивать,5.945110633741182
во,колесо,5.944836731097091
во,постель,5.944741926562639
во,призыв,5.944400189040957
во,разрушение,5.944241541623178
во,выпить,5.944138039660272
во,валяться,5.944120684291333
во,украина,5.944043334378394
во,корова,5.943248767235772
во,пахнуть,5.943005639094512
во,бизнес,5.942616921638555
во,отказ,5.9426057421253855
во,заместитель,5.942344922292657
во,союзный,5.942059759321367
во,решающий,5.941895762372106
во,несчастье,5.941425963762864
во,боец,5.940174419165437
во,скот,5.939845325495828
во,отзываться,5.93862716038131
во,охотник,5.938145785504231
во,разлетаться,5.938143885313041
во,нормальный,5.9381317224914945
во,коый,5.937874820683465
во,дворянский,5.937671634071055
во,доверие,5.937098331518406
во,борода,5.936727754401737
во,гоголь,5.93660343605497
во,интервью,5.936538723860625
во,удалиться,5.936000235180524
во,слышно,5.935554467881131
во,покрыть,5.9348608715801525
во,плыть,5.93368778022241
во,болеть,5.933103778229189
во,каша,5.932769709894991
во,мучительный,5.932667684116389
во,слуга,5.9319887221372
во,удачный,5.931831087598862
во,пехота,5.931640449081945
во,наличие,5.931608230178895
во,разбудить,5.931576281915129
во,xv,5.931379295103909
во,исключительный,5.931168727818946
во,снежный,5.931159295663029
во,невежество,5.930537406819143
во,спортивный,5.9304634479972975
во,пустота,5.930190144386387
во,возмущение,5.930016592849556
во,доказывать,5.927697936633491
во,последовательность,5.9273442993833
во,прибавить,5.926237699952159
во,дурак,5.925847348768588
во,православие,5.92579524195515
во,иванов,5.925641914903661
во,решительный,5.925225274528241
во,горько,5.924292195726801
во,кость,5.924250747571598
во,климат,5.924072242143707
во,заехать,5.923156920679757
во,разом,5.9230338047090925
во,преимущество,5.9227698239669735
во,государыня,5.922361669423667
во,мелькнуть,5.921977524571735
во,процветать,5.921911050694858
во,состязание,5.921095505517082
во,перемещение,5.9201888489897865
во,краска,5.920168091318391
во,порядочный,5.919247349930284
во,исправление,5.918883865890695
во,грек,5.9188606271556985
во,процент,5.918517684251887
во,украинский,5.918411838970529
во,авторитет,5.918232757057041
во,обратный,5.917201429026099
во,выдающийся,5.916987611034207
во,свидетельствовать,5.9168052689834205
во,божество,5.916783804177054
во,повеление,5.915471836618581
во,попробовать,5.9143280924407104
во,очевидный,5.914255987856041
во,комплекс,5.913606406928432
во,вечность,5.913502359072
во,искупление,5.913472423863919
во,сектор,5.912752468435455
во,илья,5.912537451818164
во,странствие,5.91249609214111
во,свирепствовать,5.912363553654332
во,повезти,5.911651641496755
во,разбегаться,5.911593641253832
во,несомненный,5.911396500023725
во,негодование,5.911182368275034
во,буржуазный,5.9110952127288545
во,дуть,5.910848944636376
во,наряд,5.910695531332111
во,бессонница,5.910692004049903
во,берлин,5.910362293037844
во,юг,5.9098949831149135
во,подлинный,5.9093361199282946
во,отражение,5.909257243101061
во,уверять,5.908484579260593
во,обида,5.908264342486508
во,радоваться,5.90818268236497
во,окрестность,5.908155325028584
во,90-й,5.908095231702095
во,изволить,5.908014301900259
во,построение,5.907039524250324
во,житие,5.907032424683104
во,таинство,5.906081444032063
во,желтый,5.906003190722242
во,водка,5.905281840075498
во,подробно,5.905230762103233
во,показание,5.9043241411047
во,пламя,5.904154791819515
во,токмо,5.903473756361187
во,мощный,5.902857651277335
во,старец,5.902568065837864
во,пасха,5.902560387431771
во,незаметно,5.902368962927298
во,оппозиция,5.902258017821607
во,мол,5.901862648905219
во,указание,5.900808711512285
во,флакон,5.9004284198609085
во,кавказский,5.900309073452435
во,поддержать,5.899538854632693
во,посадка,5.898953133327048
во,аналогичный,5.898703006841329
во,увы,5.898275489703174
во,обыкновение,5.897547931197474
во,иосиф,5.896830940861262
во,издавать,5.896437665858651
во,печаль,5.896048324728538
во,ориентироваться,5.895956430372731
во,мясо,5.895552625135741
во,огненный,5.895175693008721
во,спасать,5.895049205720998
во,изобилие,5.894243508677551
во,крыло,5.893603175803678
во,керенский,5.891889210712137
во,вернее,5.890581456627297
во,печатать,5.889480772063248
во,федерация,5.889411590263453
во,александрович,5.888444153746098
во,иерей,5.888331533853609
во,рассылать,5.887893142282165
во,советовать,5.887837636005436
во,грубый,5.887546254122782
во,новгородский,5.887455161719501
во,конный,5.885684759940846
во,аллах,5.884594072873929
во,уважать,5.884473514763014
во,21,5.883945314339373
во,госпожа,5.883426176278965
во,храниться,5.88317669157788
во,важно,5.882956070869691
во,утратить,5.882857487281587
во,жертвовать,5.882842452177343
во,елизавета,5.882019352874302
во,заменить,5.881893551779534
во,установка,5.881751967827466
во,воображение,5.881362715289848
во,сложить,5.880646067532485
во,готовить,5.880606923507553
во,темнота,5.880156785472936
во,породить,5.879804024549989
во,юный,5.879448458144694
во,полдень,5.879360475968792
во,придумать,5.878468277932319
во,взглянуть,5.878027581585208
во,григорий,5.877877377583163
во,увеличиться,5.877442307627604
во,искренний,5.8769827156375225
во,австрия,5.8767234727936355
во,успение,5.876272766725096
во,пребыть,5.8754550540622255
во,спуск,5.875078563756965
во,оставление,5.874255669756085
во,виктор,5.873764694195966
во,целость,5.87352789913108
во,певец,5.873222271313967
во,предпринять,5.873169230864928
во,приключение,5.87266359356653
во,атаман,5.871927373295547
во,нежный,5.871481173509618
во,научно-исследовательский,5.871294131121848
во,рукопись,5.870539561981817
во,красавица,5.870397804524856
во,заявлять,5.870171340381326
во,отыскать,5.869325613704497
во,отрицать,5.869144479577955
во,изящный,5.869052038346458
во,королева,5.86871630330992
во,олимпиада,5.868425363698922
во,приличный,5.8678680373031735
во,вскочить,5.867702643656438
во,фактически,5.867568488602133
во,загореться,5.867011223784042
во,доступный,5.866619568304243
во,октябрьский,5.866488822480267
во,флаг,5.8662639552112985
во,немало,5.866165541487808
во,спорить,5.866089398342373
во,неизменно,5.865046962784147
во,атаковать,5.86453700043039
во,никита,5.864027809918538
во,древность,5.863514054409013
во,пролетариат,5.86338293440647
во,схема,5.863298392650098
во,доступ,5.862552906732381
во,академик,5.862386769674865
во,диалог,5.861653380346349
во,застолье,5.861289245362039
во,кончить,5.861250919333461
во,гвардия,5.860955571400112
во,пробыть,5.860218470862421
во,поскакать,5.859567464996285
во,голый,5.859562682555756
во,турция,5.859470556703247
во,предать,5.859411883308681
во,насколько,5.858275702447999
во,покидать,5.858210781934147
во,волга,5.857513311723427
во,славиться,5.8575098274489505
во,мудрый,5.857249049911152
во,увеличить,5.857186729848509
во,осуществить,5.85716029220735
во,господство,5.856840188837438
во,залив,5.85681477873408
во,башня,5.856797474732183
во,вертеть,5.856612613820369
во,двенадцать,5.856355924679409
во,даровать,5.856302889033218
во,колебание,5.855905308673524
во,ток,5.855437687649209
во,напомнить,5.855413857983658
во,строгость,5.855047765452754
во,журналист,5.854958037661994
во,безобразие,5.854730890524072
во,хан,5.854559603699977
во,подтвердить,5.854543328691548
во,аппетит,5.853637870198195
во,невидимый,5.853251445785366
во,кончиться,5.853024833150387
во,убежать,5.853003183152319
во,швеция,5.85270983656231
во,частица,5.852595188328381
во,материя,5.852572631258994
во,флигелек,5.850954937567822
во,вздохнуть,5.850688985061481
во,50,5.850463257710363
во,обрести,5.850221549057043
во,отлучка,5.849264687863265
во,сигнал,5.849232288864673
во,слепой,5.849009371246796
во,окружение,5.848909513172341
во,фонарь,5.848816465856926
во,вытягиваться,5.848464837023558
во,аудиенция,5.8479249149628885
во,корреспондент,5.847807524565326
во,доверять,5.847739437761476
во,папироса,5.84675437464726
во,герцог,5.846646455563748
во,танцевать,5.846399876260296
во,луна,5.846074867992138
во,принудить,5.84600486151178
во,психический,5.845399604457663
во,осторожно,5.845190323143328
во,монархия,5.844664684549588
во,предварительный,5.844566084431859
во,явить,5.844390925675842
во,оглядываться,5.844350729633998
во,природный,5.84420532145621
во,восстановление,5.844022119594838
во,выгода,5.843721932400381
во,суждение,5.8434237224130445
во,изложить,5.843223707316898
во,обитать,5.842646755865651
во,капиталистический,5.8416689045013435
во,капитал,5.840708850182457
во,изменяться,5.840030474471423
во,приказание,5.839417844790201
во,ложа,5.838784852556554
во,класть,5.838564879745748
во,каков,5.837041319074972
во,взяточничество,5.836905922244387
во,законный,5.836276368942
во,задний,5.835425056984887
во,мужество,5.835339865799604
во,успешный,5.834515059369032
во,отпустить,5.83403833878805
во,ой,5.833118581855478
во,болезненный,5.83281828850696
во,удаваться,5.832707755453731
во,поселить,5.832615418451054
во,стул,5.832284273406525
во,отдаленный,5.832177068237183
во,вторжение,5.831866038187933
во,высказать,5.8313755985995765
во,север,5.830915578717308
во,безумный,5.8306541639198155
во,профессиональный,5.830304071757801
во,малейший,5.829857165181767
во,насилие,5.829457874161847
во,софья,5.829092301242799
во,фома,5.829073252246101
во,застрять,5.829053688789353
во,переправа,5.828742329819557
во,современник,5.828247945818394
во,ветвь,5.828187676149275
во,смирение,5.8281599858975195
во,ответственный,5.828131176633272
во,наследник,5.827127900372409
во,осторожность,5.8267751792534614
во,делаться,5.826636981884171
во,внешне,5.826590302019994
во,федор,5.826508753038754
во,преступник,5.826386913019919
во,наружность,5.825921598736434
во,повернуться,5.8242339319860275
во,стража,5.823631204830059
во,утешение,5.82353810212536
во,володя,5.8227429322777216
во,суть,5.822718902103215
во,навстречу,5.822077694615523
во,прочей,5.821999454493918
во,разглядеть,5.8218713211698105
во,надобность,5.821831489109359
во,пятый,5.821763708372927
во,обращать,5.820702426152229
во,запас,5.819743626790501
во,радио,5.819709004290804
во,вершина,5.819277466258853
во,петро,5.81905285457179
во,раздел,5.818975307554142
во,особа,5.818850488399914
во,22,5.81875372866242
во,путаница,5.818603383105071
во,разрешать,5.817950738605738
во,понеже,5.817906015638886
во,нервный,5.817902925825059
во,барон,5.817716533229525
во,дым,5.817451768324281
во,телега,5.817098990818883
во,оттенок,5.817072562360718
во,замереть,5.816496972813761
во,заслуга,5.816493199549228
во,розыск,5.815967821034796
во,чеченский,5.815784336899926
во,середина,5.815431194528818
во,кормить,5.814865333310955
во,сборник,5.81440123137576
во,китаец,5.814145218844805
во,мыслить,5.814096282734653
во,драма,5.813544975907158
во,отразиться,5.812849349114948
во,своеобразный,5.81243387825973
во,свита,5.811959868450124
во,чуждый,5.811834661356283
во,соединить,5.811780204892804
во,экономия,5.811504958315579
во,фрейбург,5.81063402133997
во,ночевать,5.810299750278659
во,елена,5.810265126245966
во,кровать,5.80991200063654
во,приятно,5.809824943063473
во,родственник,5.809484766131213
во,ценный,5.8086997978984485
во,роскошь,5.808311193411685
во,крестовый,5.80761977937375
во,брызнуть,5.806855153465246
во,казачий,5.8067285442199434
во,4-й,5.806662260295569
во,поручить,5.80642978944425
во,сходство,5.8056363668076525
во,вспомогательный,5.8053391584712895
во,хождение,5.805070740696587
во,набег,5.804792812505692
во,петровна,5.804655295370448
во,твердо,5.8043028317020795
во,наташа,5.80388113713688
во,попытаться,5.803470073519891
во,жара,5.803302691969687
во,важность,5.803213987535633
во,засесть,5.80267351665089
во,ошибиться,5.802521608488002
во,рассчитывать,5.801644904101369
во,музыкант,5.80128896476382
во,протянуть,5.800464356740086
во,устав,5.800308082474819
во,сходить,5.800275889494326
во,близ,5.800157552326169
во,взятка,5.800138946700727
во,упираться,5.799364768368417
во,иностранец,5.799010504438087
во,кабак,5.798998863110926
во,грешный,5.798374084525079
во,индивидуальный,5.798185819448234
во,характерный,5.798024901651127
во,гений,5.797444371638939
во,философский,5.796750349207288
во,всадник,5.795890263262301
во,вверх,5.795731022366958
во,знамя,5.795590344317256
во,грезиться,5.795451389199378
во,возбуждение,5.7945273557688886
во,радостно,5.794192257054398
во,воспринимать,5.79380331133547
во,уникальный,5.792984464418598
во,окошко,5.792876513246512
во,милиция,5.792514140934141
во,царица,5.791886557524386
во,шар,5.79154368924339
во,дон,5.791306818104843
во,мудрость,5.79096184406764
во,майор,5.790749366557463
во,почтовый,5.790736940855394
во,людовик,5.7903352275972555
во,править,5.790281619491729
во,раскрыться,5.790208807526177
во,тенденция,5.788781094026369
во,крым,5.788728286355665
во,сердечный,5.788662280688584
во,ложный,5.788583079638562
во,потребовать,5.788498486619337
во,е,5.78847183161475
во,благополучно,5.788070310352763
во,происхождение,5.787845953195676
во,предок,5.78709827878693
во,густой,5.7870175223263125
во,шайка,5.786467505216622
во,голубой,5.786129478902138
во,повторение,5.7860897565180345
во,кавказ,5.785446486650006
во,старость,5.784563389816482
во,перевозка,5.784517337747772
во,вздрагивать,5.7843916509932765
во,буква,5.783985950758662
во,горбачев,5.782878936772338
во,xii,5.7822858924800205
во,случайность,5.782185185918902
во,любовный,5.78136281198492
во,грустный,5.781250281457469
во,выполнять,5.78110761787063
во,придел,5.78092986557288
во,шекспир,5.780372303329017
во,пробуждать,5.779925648546847
во,прислать,5.779787838492846
во,распевать,5.779218300361746
во,укрепить,5.77901526843109
во,засуха,5.778918597180919
во,зависть,5.77886943993083
во,мелькать,5.778524838897782
во,обеспечивать,5.77846505071672
во,защитник,5.778284445863481
во,растянуть,5.7780833605155895
во,лейтенант,5.777453820754863
во,база,5.77739854260896
во,могила,5.7766135345668985
во,переносить,5.776055519768482
во,переставать,5.774887272186081
во,обещание,5.774600609000158
во,архимандрит,5.774066702383427
во,плавать,5.773562143272789
во,дворянин,5.773268326973666
во,покаяние,5.772954775999892
во,толпиться,5.772819213199263
во,ка,5.772580564798483
во,блистать,5.772460346907463
во,барин,5.772338739116611
во,сверху,5.772121694832233
во,успенский,5.771884139670615
во,тварь,5.7708565676716095
во,социалист,5.770831796967348
во,рождество,5.77019939912995
во,оборот,5.769968828492885
во,формирование,5.769173314847462
во,необычайный,5.768234281698666
во,росинка,5.767766021336527
во,дневник,5.7676872537054535
во,ревность,5.767506665597079
во,носиться,5.767445896564958
во,казанский,5.767088953060767
во,запрещать,5.766868774867389
во,балет,5.766811840120289
во,наверно,5.765670461338866
во,заутреня,5.765502300901657
во,итог,5.765477385508843
во,жалкий,5.764971734152184
во,капля,5.764676696570099
во,потонуть,5.764043993528347
во,гулянье,5.763830901417036
во,информационный,5.7637398759064595
во,1990-й,5.763638965415588
во,пушка,5.763611178298099
во,научиться,5.763342645325672
во,областной,5.76302348325761
во,перепись,5.76277187397328
во,отчаянный,5.762592520464954
во,стадо,5.7619332044860965
во,ураган,5.761863385872555
во,ливень,5.761541588092864
во,бушевать,5.761116514081463
во,инструмент,5.760949548961674
во,жаркий,5.760559295329191
во,успешно,5.760014406570113
во,эксперт,5.759984248390458
во,ничтожный,5.759530100799763
во,се,5.759358780511699
во,пожелать,5.759339834699805
во,формула,5.759104168253424
во,оригинальный,5.759051678754593
во,ковер,5.75817077565908
во,законопроект,5.757981913001462
во,словесность,5.757959013068444
во,сильнейший,5.757688070338736
во,псалом,5.757134964540294
во,дружина,5.7567517844266565
во,доказательство,5.755917625029701
во,гарнизон,5.755892546085677
во,контроль,5.755784378553132
во,труппа,5.7557554410954115
во,белье,5.755724132651762
во,соблазн,5.7556202587465926
во,трещина,5.7552890440422
во,добыча,5.754002671347687
во,приглашать,5.752431940897335
во,выбрать,5.75236704092498
во,облечься,5.752311949707549
во,охотно,5.752229928252154
во,бутылка,5.751694387007314
во,пропаганда,5.750875719446638
во,зародиться,5.749702500950864
во,зажечь,5.749495336753574
во,успевать,5.749236135828836
во,перспектива,5.74861370640483
во,смело,5.748165988118185
во,кафе,5.747839121883864
во,шинель,5.747510473983684
во,кадетский,5.747312481878453
во,зреть,5.7471956210662505
во,ловить,5.746763053866239
во,перо,5.745237075229349
во,секс,5.745100193210348
во,свежесть,5.744578454566634
во,железнодорожный,5.74451983587686
во,могущество,5.744253699849105
во,простираться,5.743936688159032
во,алтарь,5.743526250043995
во,чудный,5.743428389508125
во,перебраться,5.7431178881610006
во,паника,5.742784071266957
во,распространенный,5.742236852677614
во,минувший,5.741971931061416
во,закончиться,5.741652632348353
во,выпуск,5.741219037568722
во,самостоятельный,5.740870045888444
во,сметь,5.740750714390696
во,пылать,5.740587476152609
во,бес,5.740254502744593
во,непосредственный,5.739701997773807
во,неудачный,5.739543262456129
во,голодный,5.739321692344626
во,когда-нибудь,5.739258010007088
во,хиротонисать,5.738843670662719
во,диван,5.738056725854635
во,уход,5.737680358060146
во,металл,5.737143812670398
во,привкус,5.736807784835831
во,свеча,5.73673832304547
во,стихия,5.7364758976601085
во,туалет,5.736335661684423
во,торжественно,5.735184196564196
во,весело,5.735145302288204
во,предание,5.735061174265777
во,фон,5.734526216817164
во,мах,5.734392062447187
во,уничтожение,5.734245824457313
во,усилить,5.734170187642571
во,охранять,5.73398868262516
во,органический,5.73386391703308
во,утопать,5.733430856894884
во,прославиться,5.73342702159788
во,ходьба,5.733260200413502
во,раскрываться,5.732949642000145
во,приятель,5.732481357711986
во,выгодный,5.73243966830063
во,выводить,5.732224507382082
во,разъезд,5.73138107130881
во,вооружить,5.731319074155341
во,шуметь,5.7312134936604835
во,ружье,5.731152975706285
во,монолог,5.730487760653727
во,удобно,5.730152651538839
во,подлежать,5.73004154492628
во,голосование,5.729662110407292
во,воскреснуть,5.729495916056944
во,всецело,5.729205619780819
во,рекомендовать,5.727692366575203
во,психологический,5.72727351761484
во,сарай,5.726080727462291
во,пятьдесят,5.725951593871674
во,разбор,5.725690563769401
во,жаловаться,5.725628212370159
во,житейский,5.725348106482842
во,отель,5.724697760559572
во,включать,5.723835451840742
во,кляп,5.723370146596903
во,цирк,5.722409701609891
во,эволюция,5.72222953766021
во,салон,5.72155468554284
во,бракосочетание,5.72148132827931
во,проверить,5.720944566201847
во,старина,5.720617094023474
во,превосходный,5.7203747890966845
во,падеж,5.720016630683126
во,длиться,5.719699295577591
во,годиться,5.719555551925232
во,зрелище,5.718863601960013
во,всемогущий,5.718638469139503
во,умственный,5.718379899510719
во,обнаруживаться,5.718153301732851
во,идеальный,5.717754833985957
во,активность,5.7176132571023945
во,пятнадцать,5.717606262058384
во,победитель,5.7175018973716565
во,вон,5.717439320263246
во,поражать,5.717205627631934
во,весть,5.716860765445983
во,слушатель,5.716607694350639
во,ввод,5.716607322932621
во,дырка,5.716004521898983
во,поспешить,5.715934739838266
во,рассмотрение,5.715013696187452
во,невероятный,5.7147275731525955
во,отправление,5.714660532035648
во,убежище,5.7143243391494565
во,поэтический,5.71386405341906
во,советник,5.713627139169628
во,димитрий,5.713329793795149
во,сладко,5.712547833017361
во,сомнительный,5.711783628253343
во,усиливаться,5.711629333574965
во,рисунок,5.711150451170024
во,проба,5.710882959736514
во,легкость,5.710648880679527
во,соответствующий,5.710480827574349
во,логика,5.710318093529606
во,султан,5.70968839827238
во,понравиться,5.709594673508883
во,громкий,5.7094377771582465
во,оны,5.708501688694241
во,вор,5.708172977336895
во,рассуждать,5.707778522506672
во,незнакомый,5.7071675182452015
во,странствование,5.70703748907035
во,внешнеполитический,5.706658302738072
во,филипп,5.706344376906419
